Nome: MACAE
Codigo Estacao: A608
Latitude: -22.3761111
Longitude: -41.81194444
Altitude: 28
Situacao: Operante
Data Inicial: 2006-09-21
Data Final: 2023-09-28
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2006-09-21;null;null;null;null;null;null;null;null;null;null;
2006-09-22;null;null;null;null;null;null;null;69;null;null;
2006-09-23;null;1010,8125;19,758333;30,9;23,629167;20;80,25;49;null;null;
2006-09-24;1,6;1011,154167;19,258333;25,1;21,7;20,5;86,666667;69;null;null;
2006-09-25;7,2;1017,725;16,766667;23,3;18,979167;17,5;87,541667;66;null;null;
2006-09-26;2,4;1021,279167;16,108333;22,3;18,9;16,6;84,666667;61;7,6;null;
2006-09-27;,2;1022,55;14,725;23,7;19,554167;16,2;75,458333;49;11,1;3,104167;
2006-09-28;0;1017,622727;15,336364;26,9;20,804545;15,6;73;41;14,6;4,681818;
2006-09-29;0;1013,158333;17,083333;29,6;22,708333;17,5;72,958333;44;10,4;3,495833;
2006-09-30;0;1017,354167;18,279167;23,3;21,154167;19,5;83,791667;77;9,4;2,241667;
2006-10-01;,4;1018,025;17,025;22,1;20,441667;18,8;81,25;68;7,6;2,3875;
2006-10-02;0;1013,8625;18,691667;24,1;21,091667;19,3;86,291667;74;10,4;3,291667;
2006-10-03;2;1010,195833;20,691667;28,9;23,133333;20,8;86,75;58;11,6;4,570833;
2006-10-04;0;1010,820833;21,091667;28,1;24,258333;21,2;83,416667;65;10,7;2,479167;
2006-10-05;0;1012,054167;20,208333;32,8;25,525;22,9;73,541667;44;14,2;6,391667;
2006-10-06;0;1011,516667;19,295833;32,4;25,166667;21,3;71,25;45;14;6,475;
2006-10-07;0;1012,275;20,154167;28,1;24,458333;21,9;77,416667;60;10,1;2,541667;
2006-10-08;,6;1012,9625;21,05;26,3;22,345833;21,7;92,583333;75;8;1,9875;
2006-10-09;4;1016,966667;19,583333;24,7;21,691667;20,3;88,333333;71;6,3;1,8875;
2006-10-10;0;1017,354167;19,8;27,3;22,441667;19,9;85,666667;57;10,7;2,7875;
2006-10-11;0;1013,466667;18,5625;30,2;24,220833;21,2;73,083333;42;13,9;5,233333;
2006-10-12;0;1007,304167;19,795833;34,5;25,1125;19,9;74,916667;37;9,2;2,933333;
2006-10-13;2,6;1008,229167;21,3125;26,1;23,0125;21,5;90,375;77;7;1,533333;
2006-10-14;,4;1010,004167;21,2375;28,7;23,520833;21,5;87,75;64;8,4;1,9625;
2006-10-15;0;1010,975;21,1125;27,3;23,470833;22,1;86,791667;72;13,6;4,466667;
2006-10-16;0;1009,920833;20,6875;31,3;24,783333;22,3;78,833333;52;14,3;5,779167;
2006-10-17;0;1010,3375;21,408333;30;24,645833;22,2;83,041667;60;10,4;2,125;
2006-10-18;19,8;1010,904167;20,829167;25,2;22,516667;21,2;90,25;80;9,9;2,325;
2006-10-19;7,2;1009,679167;19,641667;21,5;20,4125;20;95,291667;86;11,5;2,191667;
2006-10-20;24,2;1011,870833;18,154167;24,9;20,345833;18,8;88,041667;65;10,1;2,558333;
2006-10-21;1;1016,204167;15,970833;24,2;19,483333;17;81;57;8;1,904167;
2006-10-22;1;1017,166667;15,4875;23,3;18,75;16,4;82,5;58;10,2;2,616667;
2006-10-23;11,4;1019,120833;15,466667;24,1;19,625;16;78,541667;55;8,4;2,583333;
2006-10-24;0;1019,1625;16,425;23,8;20,329167;16,5;79,125;63;13,6;3,470833;
2006-10-25;,2;1016,4875;17,508333;27,7;21,854167;17,9;77,458333;52;12,5;4,441667;
2006-10-26;0;1009,420833;18,516667;33,9;25,2375;19,3;69,708333;35;11;3,5125;
2006-10-27;0;1005,458333;18,2375;28;23,183333;20,8;74,541667;52;15,4;4,129167;
2006-10-28;0;1007,058333;15,4375;29,8;23,366667;18,9;63,166667;41;15,9;4,491667;
2006-10-29;2,2;1008,504167;18,116667;28,8;22,141667;18,3;79,25;50;11,1;3,208333;
2006-10-30;0;1006,75;19,2875;26,5;22,433333;18,1;83,083333;65;13,4;3,7875;
2006-10-31;0;1005,691667;21,504167;33,5;25,720833;20,5;79,125;48;12,5;3,725;
2006-11-01;0;1007,116667;21,05;33,8;26,604167;23,2;73,083333;46;15,9;6,608333;
2006-11-02;0;1007,2375;21,779167;32,7;25,929167;23;79;50;12,3;4,108333;
2006-11-03;5,2;1008,15;22,620833;27,5;24,0875;23,1;91,625;80;7,5;1,8875;
2006-11-04;,8;1010,045833;20,929167;26,6;22,970833;21,6;88,583333;71;8,8;2,154167;
2006-11-05;3,6;1011,8;19,73913;26,9;22,378261;19,9;85,652174;66;7;1,673913;
2006-11-06;1,8;1008,508333;19,9625;25,9;22,475;19,4;86,291667;70;14;3,879167;
2006-11-07;0;1004,245833;20,404167;30,8;24,879167;22,4;77,791667;48;17,4;5,333333;
2006-11-08;,2;1009,745833;17,25;25,2;21,954167;20,6;75,5;52;12,7;3,616667;
2006-11-09;,8;1010,658333;15,6875;26,7;21,108333;16,7;71,875;54;10;2,4125;
2006-11-10;4,8;1010,95;15,808333;20,9;17,604167;16,9;89,625;68;7,9;1,625;
2006-11-11;15;1012,413636;16,322727;21,6;17,75;13,6;91,636364;75;6,4;1,481818;
2006-11-12;3;1016,5125;16,754167;25,4;19,791667;17,1;83,458333;59;8,5;1,879167;
2006-11-13;20;1018,358333;18,5875;24,9;20,241667;17,6;90,541667;66;11,7;2,404167;
2006-11-14;42,2;1014,7875;19,9375;22,5;20,908333;19,6;94,125;86;12,5;3,3;
2006-11-15;33,8;1014,0125;20,3375;24,1;21,708333;20,2;92;80;10,5;3,095833;
2006-11-16;7,8;1013,333333;20,895833;30,7;25,0375;21,4;79,083333;52;13,5;5,7875;
2006-11-17;0;1011,258333;20,5875;31,7;25,758333;22,4;74,333333;53;12,8;6,416667;
2006-11-18;0;1008,6875;21,316667;32,4;25,7125;21,9;77,625;54;11,6;4,366667;
2006-11-19;0;1010,025;21,454167;29,9;24,591667;21,1;83,375;60;7,1;1,670833;
2006-11-20;2,4;1007,725;22,058333;29,6;24,754167;21,6;85,541667;64;9,9;2,383333;
2006-11-21;3;1010,2125;21,204167;27,7;23,8625;21,9;85,375;72;10,3;2,3;
2006-11-22;,2;1010,933333;19,520833;27,2;23,2875;20,4;80,041667;62;7,5;2,304167;
2006-11-23;0;1010,654167;20,741667;26,4;23,308333;21,5;85,833333;74;8,7;2,891667;
2006-11-24;13,6;1011,629167;22,520833;27,1;24,5625;22,3;88,708333;74;13,8;4,566667;
2006-11-25;,4;1010,233333;21,6625;32;26,6375;22,9;75,5;54;15,5;5,883333;
2006-11-26;0;1008,429167;20,845833;31,2;25,5;22,4;76,166667;56;15,6;4,658333;
2006-11-27;0;1006,691667;22,275;30,1;25,158333;22,8;84,708333;62;9,4;1,9875;
2006-11-28;2,4;1004,6875;23,045833;30,8;25,833333;22,9;85,208333;66;10,8;2,304167;
2006-11-29;3,2;1004,458333;23,325;29,4;25,0375;23,4;90,458333;71;7,1;1,320833;
2006-11-30;6,4;1006,458333;23,254167;28,4;24,408333;23,3;93,375;79;8,4;1,895833;
2006-12-01;2,2;1012,120833;20,754167;27;23,3875;21,2;85,583333;69;9,8;2,895833;
2006-12-02;,2;1014,133333;17,775;26,5;23,6375;21,3;70,25;57;9,9;3,758333;
2006-12-03;0;1012,558333;17,333333;27,7;22,983333;18,5;71,541667;51;15,2;4,466667;
2006-12-04;0;1009,873913;20,008696;32,3;25,647826;21,2;72,130435;50;12,6;5,13913;
2006-12-05;0;1009,558333;22,358333;30,8;26,1375;23,3;80,125;63;10,6;2,366667;
2006-12-06;0;1006,733333;21,929167;34,1;26,779167;22,7;77;43;10,5;1,770833;
2006-12-07;49,2;1003,9875;22,054167;28,7;23,920833;21,6;89,583333;69;11,5;2,304167;
2006-12-08;4;1007,675;20,508333;27;23,629167;21,6;83;69;9,4;2,558333;
2006-12-09;0;1008,995833;19,920833;26,6;22,625;19,8;85,25;69;8,9;2,2875;
2006-12-10;0;1009,808333;19,983333;25,4;22,783333;20,9;84,625;70;6,6;1,725;
2006-12-11;1,8;1011,4;20,6375;26,5;23,15;21;86,375;70;8,4;1,929167;
2006-12-12;20,4;1012,55;21,475;27,6;23,4;20,7;89,125;72;7,6;1,633333;
2006-12-13;1,2;1011,3;22,5375;29,3;24,575;22;88,791667;72;8;1,570833;
2006-12-14;,2;1010,383333;22,441667;29;25,445833;23,2;83,958333;70;12,8;4,845833;
2006-12-15;0;1010,2625;21,154167;33,4;25,733333;22,3;77,125;51;11;5,095833;
2006-12-16;30;1009,608333;21,554167;31,7;26,266667;23,2;76,25;56;11,6;5,275;
2006-12-17;0;1010,225;21,158333;31,1;25,116667;22,2;79,416667;55;13,3;5,05;
2006-12-18;0;1009,947826;21,134783;31,8;25,830435;22,4;76,478261;51;13,7;5,104348;
2006-12-19;0;1007,566667;21,141667;35,5;27,675;22,5;70,5;36;11,2;4,529167;
2006-12-20;0;1007,154167;21,729167;36,5;28,520833;23,5;69,833333;37;16;3,304167;
2006-12-21;0;1007,604167;21,025;37,8;30,254167;24,1;61,291667;33;10,1;2,9625;
2006-12-22;1,8;1010,204167;22,966667;32,2;25,958333;22,6;84,208333;64;12;1,883333;
2006-12-23;2,6;null;null;29,9;null;24,3;89,375;71;5,9;null;
2006-12-24;null;1007,186957;22,1;31,6;26,491304;22,1;77,782609;56;9,2;3,626087;
2006-12-25;null;null;null;null;null;23,5;null;44;9,7;null;
2006-12-26;null;null;null;null;null;null;73,642857;49;9,1;null;
2006-12-27;0;1010,370833;23,095833;31,1;25,454167;23,4;87,291667;66;6,3;1,25;
2006-12-28;2,4;1012,8;22,966667;29,3;24,85;22,8;89,625;68;8,3;1,516667;
2006-12-29;9,6;1014,2625;21,445833;24,8;22,758333;22,3;92,416667;84;13;2,333333;
2006-12-30;2,8;1014,7;21,229167;27,2;23,454167;20,2;87,583333;71;12,3;3,129167;
2006-12-31;,2;1014,616667;21,266667;28,2;24,166667;22,3;84,541667;62;13,2;3,691667;
2007-01-01;2,2;1014,1875;21,541667;24,3;22,6625;22,1;93,416667;85;9,4;2,929167;
2007-01-02;30,2;1015,154167;20,716667;23,4;21,645833;21,2;94,375;85;11,3;3,620833;
2007-01-03;75,6;1013,591667;19,083333;21,4;20,116667;18,5;93,833333;89;16,2;5,5875;
2007-01-04;61,2;1008,9375;20,25;22,9;21,5375;19,2;92,291667;86;15,5;5,425;
2007-01-05;19,2;1007,025;21,95;30,7;25,041667;20,4;83,875;53;10,7;4,25;
2007-01-06;,2;1007,016667;22,645833;31;26,533333;24,1;79,958333;59;10,7;4,758333;
2007-01-07;,2;1008,945833;22,891667;33,3;26,7125;23,7;80,5;54;9,3;3,670833;
2007-01-08;,4;1009,4125;23,016667;30,8;25,0375;23,4;88,708333;72;6,6;1,704167;
2007-01-09;0;1009,25;22,675;29,7;24,983333;22,6;87,458333;71;7,1;1,941667;
2007-01-10;5,4;1008,145833;22,5875;29,2;24,5125;22;89,375;74;9,3;1,870833;
2007-01-11;0;1008,15;22,533333;29,8;24,954167;22,4;86,833333;70;6,5;1,45;
2007-01-12;0;1002,375;23,083333;36;28,708333;23,5;74,125;42;8,7;2,695833;
2007-01-13;14,2;1000,704167;22,754167;28,7;25;22,5;87,583333;77;8,4;2,354167;
2007-01-14;14,2;1004,4875;22,420833;27,8;23,758333;22;92,375;77;8;1,091667;
2007-01-15;17,8;1008,916667;19,9125;26,6;22,066667;19,6;88,041667;69;6,4;1,579167;
2007-01-16;36,8;1012,845833;20,025;21,8;20,729167;20,4;95,75;91;8,3;1,333333;
2007-01-17;28,4;1011,7625;21,220833;25,3;22,525;19,9;92,5;82;6,6;1,920833;
2007-01-18;1;1006,379167;22,5375;30,8;26,583333;22,3;79,541667;58;9,6;2,4;
2007-01-19;,2;1006,504167;22,870833;32,8;28,320833;24,3;72,916667;58;8,2;1,808333;
2007-01-20;0;1007,929167;22,8375;34,9;28,229167;23,5;74,541667;45;11,3;3,170833;
2007-01-21;0;1007,979167;23,466667;32,7;26,941667;23,9;81,75;65;10,1;2,270833;
2007-01-22;,4;1010,854167;21,891667;27,9;24,4375;22,8;86,083333;72;9,9;2,920833;
2007-01-23;1;1011,129167;21,054167;29,1;23,520833;21,2;86,541667;62;8;1,6125;
2007-01-24;0;1011,495833;21,104167;26,9;23,804167;21,8;84,958333;71;9,5;2,529167;
2007-01-25;2,2;1009,570833;22,529167;32,6;26,3375;23,3;80,583333;52;12,3;3,95;
2007-01-26;0;1007,9375;21,795833;34,8;28,3625;23,6;70,458333;40;8,2;3,041667;
2007-01-27;0;1006,941667;23,083333;33,8;27,6875;24,7;77,5;51;12;2,879167;
2007-01-28;1,6;1006,120833;21,995833;35,5;28,6875;23,8;69,625;41;12,1;2,991667;
2007-01-29;0;1006,1625;23,208333;34,6;28,5875;25,8;74,166667;50;13;3,741667;
2007-01-30;0;1007,0625;22,908333;31;26,458333;25,3;81,75;60;8,6;2,091667;
2007-01-31;16;1009,520833;22,45;29,5;24,575;22,6;88,666667;61;5,6;1,095833;
2007-02-01;0;1010,004167;21,933333;29,4;25,266667;22,3;82,541667;66;6,4;1,604167;
2007-02-02;0;1009,004167;23,033333;30,5;25,7375;22,9;85,625;69;8,6;2,004167;
2007-02-03;27,6;1008,658333;22,4875;30;24,533333;21,7;88,875;68;9,7;1,616667;
2007-02-04;,4;1009,6875;22,033333;28,9;24,766667;20,9;85,541667;65;6,9;1,566667;
2007-02-05;0;1008,620833;22,65;30,4;25,975;22;82,541667;67;12,3;3,4875;
2007-02-06;0;1007,983333;22,845833;33,8;27,3875;25,2;78,166667;46;11,5;4,508333;
2007-02-07;15,6;1008,779167;22,5625;32,2;27,116667;24,5;77,583333;53;11,8;5,133333;
2007-02-08;0;1011,066667;21,045833;32,2;26,541667;23,3;73;52;12;5,104167;
2007-02-09;0;1013,929167;21,583333;31,8;25,904167;23,1;78,458333;49;11;4,425;
2007-02-10;0;1012,775;21,7125;33;26,5625;22,8;76,25;51;10,6;3,883333;
2007-02-11;0;1006,9625;22,375;31,6;25,316667;23;84,5;62;9,7;2,3875;
2007-02-12;20,4;1009,158333;21,179167;23,4;22,179167;21,8;94,25;88;9,4;1,725;
2007-02-13;21,6;1010,075;19,6625;28,3;22,925;18,5;82,875;55;8,4;1,775;
2007-02-14;0;1009,1875;20,425;28,2;23,104167;18,8;85,75;63;7,8;1,35;
2007-02-15;0;1008,695833;20,841667;28,5;24,145833;21;82,583333;62;10,4;2,408333;
2007-02-16;1;1007,745833;22,541667;29,5;25,0375;21,8;86,708333;66;7,3;1,6;
2007-02-17;1,4;1006,6625;23,0625;29,6;25,541667;22,3;86,875;66;7,7;1,970833;
2007-02-18;0;1006,154167;22,7375;33,2;27,2375;23,6;77,916667;56;13,3;4,8875;
2007-02-19;0;1007,645833;21,675;32,4;26,375;23,1;76,5;49;10,9;4,479167;
2007-02-20;0;1009,645833;21,191667;32;25,975;23,1;76,458333;45;12,8;4,329167;
2007-02-21;0;1011,325;21,079167;32,1;25,5375;21,5;78,083333;50;11,1;4,220833;
2007-02-22;0;1015,366667;21,620833;30,3;25,6;22,5;79,833333;52;14,2;3,995833;
2007-02-23;0;1015,925;22,325;30,1;25,554167;22,4;83,041667;63;11,7;3,283333;
2007-02-24;0;1013,570833;20,854167;33,2;26,375;22,4;74,166667;42;12,3;4,258333;
2007-02-25;0;1009,704348;20,547826;34,5;26,847826;21,8;70,826087;37;10,6;3,769565;
2007-02-26;0;1010,575;21,858333;31,7;25,9375;23,1;79,291667;58;10,5;3,816667;
2007-02-27;0;1012,983333;21,0125;32,6;26,0875;22,8;75;49;13,3;4,475;
2007-02-28;0;1012,545833;20,495833;31,9;25,3;22,2;76,333333;46;14,4;4,591667;
2007-03-01;0;1012,8625;21,441667;30,5;25,270833;22,3;80,375;57;12,9;4;
2007-03-02;0;1013,508333;21,3875;31;25,4875;22,1;79,291667;52;14,1;4,033333;
2007-03-03;0;1014,0125;21,770833;30,6;25,304167;22,2;81,666667;57;14,2;4,375;
2007-03-04;0;1014,7375;21,7625;30,7;25,516667;22,2;80,791667;55;10,2;2,641667;
2007-03-05;,2;1013,591667;21,7125;31;25,616667;21,9;80,166667;58;12,5;3,495833;
2007-03-06;0;1014,091667;21,133333;33,3;25,820833;22;77,041667;40;12,3;4,166667;
2007-03-07;0;1014,891667;21,779167;33;25,958333;23,1;79,333333;47;13;4,304167;
2007-03-08;0;1012,991667;21,158333;30,7;25,354167;21,7;79;54;13,1;3,975;
2007-03-09;0;1010,129167;20,279167;36,3;26,970833;22,7;70,375;28;12,5;4,145833;
2007-03-10;0;1009,079167;19,741667;37;27,345833;22,2;67,291667;27;11,3;4,379167;
2007-03-11;0;1009,808333;20,391667;34,2;26,8;22,6;70,208333;36;10,6;4,3625;
2007-03-12;0;1011,341667;20,458333;31,6;25,666667;21,9;75,083333;44;12,5;4,045833;
2007-03-13;0;1012,45;20,458333;33,6;25,579167;22,3;75,291667;45;14,1;4,225;
2007-03-14;0;1011,891667;20,991667;30,5;24,966667;21,7;79,75;54;13,2;4,158333;
2007-03-15;0;1010,1625;20,441667;34,3;26,129167;22,3;73,333333;39;11,7;4,154167;
2007-03-16;0;1007,258333;19,954167;38,2;27,654167;22,2;67,875;28;7,7;2,716667;
2007-03-17;0;1008,579167;21,666667;32,2;26,558333;23,7;75,125;55;7,2;1,7375;
2007-03-18;0;1006,729167;21,966667;35,2;27,545833;23,7;73,708333;41;10;2,233333;
2007-03-19;,2;1006,7625;21,620833;35,4;28,120833;24,2;70,5;40;7,8;2,1125;
2007-03-20;0;1008,204167;21,970833;36,7;25,9;22;81,291667;39;9,7;1,904167;
2007-03-21;26,6;1008,770833;22,3125;31;25,720833;21,9;82,166667;61;8;2,05;
2007-03-22;2,4;1010,554167;22,7625;30,1;25,5125;22,2;85,458333;66;7;1,545833;
2007-03-23;0;1012,016667;23,545833;31,4;26,4625;24,1;84,791667;62;6,6;1,816667;
2007-03-24;0;1012,145833;22,825;31,6;26,091667;22;83,291667;62;7,6;1,825;
2007-03-25;5,6;1012,433333;23,3;30,8;25,441667;23,1;88,625;67;7,2;1,275;
2007-03-26;12,6;1011,870833;23,020833;29,8;25,25;22,5;87,916667;70;7,2;1,6;
2007-03-27;0;1011,5875;22,9125;30,8;26,2;23,4;82,916667;61;10;2,516667;
2007-03-28;0;1011,9125;22,245833;30,6;26,125;23,2;80,291667;59;10,2;3,141667;
2007-03-29;0;1011,104167;22,533333;31,9;26,029167;22,6;82,041667;53;8,5;2,454167;
2007-03-30;0;1010,795833;22,170833;31,7;25,941667;21,5;81,125;56;8,3;1,65;
2007-03-31;0;1008,895833;22,1625;31,8;26,1375;22;80,125;57;6,5;1,795833;
2007-04-01;0;1010,304167;21,7375;31,3;25,504167;21;81,333333;52;6,4;1,529167;
2007-04-02;,2;1011,745833;21,8625;31;25,479167;20,9;81,666667;55;8,1;2,116667;
2007-04-03;0;1010,2;21,779167;31,9;25,833333;21,1;79,791667;48;11,5;2,995833;
2007-04-04;0;1008,2625;21,8375;34,8;26,983333;22,6;76,125;37;8,4;2,383333;
2007-04-05;0;1010,220833;22,8;32,8;26,2375;23,5;82,541667;54;10,2;2,220833;
2007-04-06;,4;1013,083333;21,2125;31,1;24,645833;22,5;82,083333;51;7,8;2,033333;
2007-04-07;3,2;1013,941667;20,1375;28,5;23,770833;20,8;81,333333;57;6,9;1,920833;
2007-04-08;0;1009,354167;20,020833;33,9;26,4;21,4;70,208333;43;12,5;3,716667;
2007-04-09;1,4;1006,591667;21,770833;31,1;25,333333;22,7;81,75;52;11,2;1,766667;
2007-04-10;12,2;1010,466667;20,870833;29,9;23,8375;19,8;84,625;58;9,1;1,75;
2007-04-11;7;1014,475;21,65;29,1;24,004167;21;87,291667;66;6,6;1,508333;
2007-04-12;,2;1014,195833;20,466667;33,1;26,2875;21,1;73,083333;39;9,9;3,35;
2007-04-13;0;1013,970833;21,833333;30,7;25,2625;20,8;82,333333;58;7,5;2,125;
2007-04-14;0;1015,133333;21,2;30;23,854167;20,3;85,791667;65;10,1;1,929167;
2007-04-15;5,2;1015,65;21,629167;29,3;24,445833;21,4;85,166667;65;9,5;2,279167;
2007-04-16;0;1013,9125;21,370833;30,2;24,433333;21;83,875;59;9,9;1,879167;
2007-04-17;0;1012,85;21,354167;29;23,8375;21,4;86,583333;67;6,9;1,216667;
2007-04-18;,2;1013,383333;21,008333;30,5;23,883333;19,4;85,166667;56;8,1;1,429167;
2007-04-19;9,4;1015,183333;21,720833;29,6;24,433333;21,1;85,833333;63;5,6;1,508333;
2007-04-20;15,2;1015,5;21,904167;28,5;24,204167;21,2;87,666667;67;7,5;1,316667;
2007-04-21;,2;1013,466667;21,804167;30;24,270833;20,7;86,75;64;7,5;1,891667;
2007-04-22;,2;1012,704167;22,3625;29,1;25,0125;22;85,833333;67;8,8;2,333333;
2007-04-23;0;1013,025;21,625;29,8;25,358333;21,8;80,458333;60;9,5;2,829167;
2007-04-24;0;1011,675;21,816667;31;25,416667;22,3;81,333333;56;10,5;3,5375;
2007-04-25;0;1009,216667;21,016667;33,3;26,804167;22,2;72,958333;45;9,1;3,9;
2007-04-26;0;1006,370833;20,666667;35;27,395833;22,1;70,208333;37;8,6;3,429167;
2007-04-27;0;1008,791667;22,129167;31,3;25,375;22,5;83;60;17,6;2,679167;
2007-04-28;33,2;1018,625;19,354167;25,4;21,791667;20,1;86,666667;66;11;2,325;
2007-04-29;2,8;1017,570833;19,404167;25;21,1125;19,2;90,291667;71;4,6;1,2125;
2007-04-30;2,6;1013,866667;19,891667;25,4;21,766667;20,7;89,375;65;12,6;1,620833;
2007-05-01;1,4;1013,766667;18,604167;28,2;22,129167;18,5;81,458333;57;7,8;1,841667;
2007-05-02;,2;1012,8625;17,6375;27,3;21,45;16,5;80,583333;47;6,4;1,55;
2007-05-03;,2;1012,845833;17,420833;28,1;21,383333;14,5;80;49;9;1,758333;
2007-05-04;1,8;1016,658333;18,991667;28,2;22,858333;20,5;80,666667;45;7,3;1,779167;
2007-05-05;2;1016,158333;18,6375;26,4;21,370833;17,8;85,291667;60;8,4;2,558333;
2007-05-06;0;1012,279167;17,929167;30,4;23,845833;18,9;71,958333;44;8,4;3,095833;
2007-05-07;0;1009,7125;18,870833;32,6;24,825;19,2;72,833333;30;8,3;2,245833;
2007-05-08;0;1009,320833;19,008333;33,5;25,070833;18,4;71,916667;38;6,3;1,833333;
2007-05-09;0;1012,366667;18,6375;26,3;20,920833;19,6;86,916667;70;16,1;3,266667;
2007-05-10;4;1020,345833;14,679167;25,2;20,020833;16,6;72,625;48;15,4;3,316667;
2007-05-11;3;1021,891667;14,866667;24,8;19,5375;15,7;75,791667;52;8,8;2,591667;
2007-05-12;0;1018,279167;14,95;28,8;21,820833;16,1;68,291667;39;9,9;2,2;
2007-05-13;0;1017,085714;17,304762;28,4;null;16,5;78,857143;50;9,2;1,833333;
2007-05-14;null;1012,117391;17,36087;32,1;22,978261;18,3;74,043478;34;9,4;2,36087;
2007-05-15;0;1014,625;19,0375;27,7;22,829167;20,4;79,583333;61;5,7;1,683333;
2007-05-16;0;1013,8625;19,345833;27,4;22,608333;19,3;82,333333;62;9,9;3,308333;
2007-05-17;0;1011,5875;19,9375;30,9;23,995833;18,9;79,958333;51;8,9;2,320833;
2007-05-18;,2;1012,1;20,879167;29,4;23,620833;20,6;85,708333;60;9,5;2,004167;
2007-05-19;0;1013,458333;20,033333;28,1;23,404167;20,1;81,833333;63;10;1,891667;
2007-05-20;25,6;1016,041667;20,254167;22,5;21,016667;20;95,375;86;9,9;1,4625;
2007-05-21;15,2;1014;20,533333;22,9;21,45;19,8;94,583333;90;11,1;2,395833;
2007-05-22;2,2;1009,879167;19,945833;28,1;23,791667;21,3;80,458333;55;9;2,941667;
2007-05-23;0;1006,570833;19,295833;30,5;22,275;19,3;84,333333;49;15,4;2,141667;
2007-05-24;17,4;1010,9875;16,25;21,7;19,008333;17,7;84,541667;69;13,2;3,420833;
2007-05-25;0;1016,3125;12,9625;24,2;19,058333;16,2;68,416667;52;12,4;3,55;
2007-05-26;0;1016,229167;13,9625;25,2;18,583333;13,4;76,541667;46;6,5;1,6875;
2007-05-27;0;1012,6375;15,291667;26;19,666667;14,5;77,666667;52;9,1;2,420833;
2007-05-28;1,2;1011,9375;17,245833;26,3;20,683333;16,1;81,708333;54;7,3;1,704167;
2007-05-29;0;1011,429167;17,2875;25,4;19,75;16,6;86,208333;63;10,1;1,583333;
2007-05-30;,2;1017,145833;13,308333;21,7;18,229167;15,8;74,416667;53;14,5;4,2;
2007-05-31;,2;1020,621739;14,234783;23,4;17,808696;13,7;80,652174;56;8,2;1,465217;
2007-06-01;0;1015,85;14,429167;26,6;20,2625;15,4;70,708333;46;12,5;3,195833;
2007-06-02;0;1009,625;17,35;29,2;23,075;19;71,666667;45;11,8;2,925;
2007-06-03;3,8;1011,183333;18,758333;20,8;19,4875;19,2;95,5;93;10,3;1,791667;
2007-06-04;5;1015,691667;13,5625;23,6;19,108333;15,9;71,75;47;10,6;2,741667;
2007-06-05;0;1017,1875;13,2125;23,9;17,279167;11,6;78,833333;47;8,1;2,058333;
2007-06-06;0;1015,591667;15,491667;26,2;18,554167;12,3;84,25;50;5;1,154167;
2007-06-07;,2;1014,543478;16,969565;25,3;18,934783;13,8;89,043478;66;6,4;1,891304;
2007-06-08;,2;1013,608333;18,95;27,2;21,816667;17,7;84,958333;62;6,7;2,6;
2007-06-09;0;1015,5125;18,75;25,4;20,9;17,1;88,166667;70;4,7;1,208333;
2007-06-10;,4;1014,741667;18,6625;28,3;22,229167;17,5;81,708333;57;10,1;3,945833;
2007-06-11;0;1014,483333;18,554167;27,8;21,741667;18,2;83,416667;60;8,3;3,158333;
2007-06-12;,2;1014,1375;18,029167;29,4;21,9875;17,8;79,791667;48;7,3;2,466667;
2007-06-13;,2;1012,545833;16,720833;29,8;21,870833;16;75,708333;40;7,3;2,479167;
2007-06-14;,4;1011,791667;18,2875;29,3;21,6875;16,2;83,166667;51;5,5;1,658333;
2007-06-15;0;1010,9125;16,725;32,6;22,6375;14,6;74,041667;31;7,4;1,675;
2007-06-16;,2;1013,145833;17,704167;33,8;22,7375;16,1;76,625;31;14,5;1,908333;
2007-06-17;0;1017,7375;18,854167;26,3;21,929167;19,9;83,375;62;10,7;2,704167;
2007-06-18;0;1016;17,5875;31;22,754167;18,1;75,166667;40;9,4;2,483333;
2007-06-19;0;1019,025;17,816667;26,7;20,558333;15,9;85,125;64;5,4;1,441667;
2007-06-20;,2;1020,158333;18,341667;26,9;21,758333;18,6;82,333333;53;11;3,495833;
2007-06-21;,2;1019,729167;17,658333;29,2;22,4125;18,3;77,083333;44;10,5;3,404167;
2007-06-22;0;1017,191667;17,929167;28,7;22,820833;19,2;76,375;40;10,4;3,75;
2007-06-23;0;1012,908333;17,720833;30;22,508333;18,5;76,958333;34;10,5;2,870833;
2007-06-24;0;1014,4875;16,920833;29,6;21,070833;14,6;79,541667;44;5,6;1,254167;
2007-06-25;0;1020,729167;18,091667;25,7;21,933333;19,2;78,875;69;8,8;2,875;
